"FID","SRC_AGENCY","FIRE_ID","LATITUDE","LONGITUDE","YEAR","MONTH","DAY","DECADE","SIZE_HA"
"412063","NB","2141","45.275880000000001","-66.585710000000006","1991","6","10","1990-1999","335.000000000000000"
"412064","NB","2150","45.143870000000000","-66.798640000000006","1991","6","11","1990-1999","0.200000000000000"
"412065","NB","2155","45.134889999999999","-66.892300000000006","1991","6","11","1990-1999","0.200000000000000"
"412066","NB","2157","45.489359999999998","-66.398330000000001","1991","6","12","1990-1999","0.000000000000000"
"412067","NB","2160","45.153350000000003","-66.372969999999995","1991","6","12","1990-1999","0.000000000000000"
"412068","NB","2173","45.189349999999997","-66.441149999999993","1991","6","19","1990-1999","0.000000000000000"
"412069","NB","2200","45.448259999999998","-66.072490000000002","1991","6","24","1990-1999","0.100000000000000"
"412070","NB","2222","45.117010000000001","-66.741320000000002","1991","6","27","1990-1999","0.100000000000000"
"412071","NB","2227","45.152999999999999","-67.073539999999994","1991","6","28","1990-1999","0.000000000000000"
"412072","NB","2244","45.221380000000003","-66.998599999999996","1991","6","29","1990-1999","1.000000000000000"
"412073","NB","2258","45.571359999999999","-66.098249999999993","1991","7","1","1990-1999","0.500000000000000"
"412074","NB","2273","45.489359999999998","-65.998050000000006","1991","7","4","1990-1999","2.000000000000000"
"412075","NB","2276","45.185180000000003","-66.922380000000004","1991","7","5","1990-1999","0.100000000000000"
"412076","NB","2292","45.294020000000003","-66.854100000000003","1991","7","10","1990-1999","0.000000000000000"
"412077","NB","2307","45.489359999999998","-66.398330000000001","1991","7","12","1990-1999","0.000000000000000"
"412078","NB","2310","45.621420000000001","-66.666420000000002","1991","7","12","1990-1999","1.000000000000000"
"412079","NB","2326","45.307820000000000","-66.353759999999994","1991","7","17","1990-1999","0.100000000000000"
"412080","NB","2327","45.348309999999998","-66.272710000000004","1991","7","17","1990-1999","0.100000000000000"
"412081","NB","2410","45.412489999999998","-66.615409999999997","1991","8","2","1990-1999","0.100000000000000"
"412082","NB","2421","45.130560000000003","-66.841430000000003","1991","8","2","1990-1999","0.000000000000000"
"412083","NB","2431","45.285040000000002","-66.847669999999994","1991","8","4","1990-1999","0.000000000000000"
"412084","NB","2432","45.239370000000001","-66.698549999999997","1991","8","4","1990-1999","0.500000000000000"
"412085","NB","2495","45.371450000000003","-66.766610000000000","1991","9","6","1990-1999","0.000000000000000"
"412086","NB","2496","45.402769999999997","-66.253510000000006","1991","9","8","1990-1999","0.100000000000000"
"412087","NB","2502","45.293900000000001","-66.785889999999995","1991","9","8","1990-1999","0.100000000000000"
"412088","NB","2504","45.371470000000002","-66.760220000000004","1991","9","8","1990-1999","1.000000000000000"
"412089","NB","2513","45.334870000000002","-66.592089999999999","1991","10","9","1990-1999","8.000000000000000"
"412090","NB","2551","45.335230000000003","-66.909419999999997","1992","4","29","1990-1999","4.000000000000000"
"412091","NB","2563","45.402659999999997","-66.208810000000000","1992","4","30","1990-1999","0.100000000000000"
"412092","NB","2578","45.243749999999999","-66.309169999999995","1992","5","6","1990-1999","0.000000000000000"
"412093","NB","2580","45.443759999999997","-66.315240000000003","1992","5","7","1990-1999","0.100000000000000"
"412094","NB","2583","45.352950000000000","-66.873260000000002","1992","5","7","1990-1999","1.000000000000000"
"412095","NB","2585","45.435000000000002","-66.860309999999998","1992","5","7","1990-1999","0.500000000000000"
"412096","NB","2689","45.217059999999996","-66.841239999999999","1992","5","15","1990-1999","3.000000000000000"
"412097","NB","2692","45.280560000000001","-66.841269999999994","1992","5","15","1990-1999","1.000000000000000"
"412098","NB","2714","45.352950000000000","-66.873260000000002","1992","5","17","1990-1999","4.000000000000000"
"412099","NB","2719","45.180300000000003","-66.341110000000000","1992","5","17","1990-1999","0.300000000000000"
"412100","NB","2722","45.153530000000003","-66.853930000000005","1992","5","17","1990-1999","1.000000000000000"
"412101","NB","2726","45.339460000000003","-66.760339999999999","1992","5","17","1990-1999","60.000000000000000"
"412102","NB","2779","45.271599999999999","-66.828469999999996","1992","5","21","1990-1999","0.500000000000000"
"412103","NB","2796","45.471280000000000","-65.979029999999995","1992","5","22","1990-1999","0.100000000000000"
"412104","NB","2803","45.212339999999998","-66.372929999999997","1992","5","22","1990-1999","0.400000000000000"
"412105","NB","2821","45.539119999999997","-65.946830000000006","1992","5","23","1990-1999","3.200000000000000"
"412106","NB","2822","45.184899999999999","-66.992360000000005","1992","5","23","1990-1999","0.100000000000000"
"412107","NB","2827","45.152990000000003","-66.860640000000004","1992","5","23","1990-1999","0.100000000000000"
"412108","NB","2863","45.684860000000000","-66.098150000000004","1992","5","28","1990-1999","1.000000000000000"
"412109","NB","2902","45.167040000000000","-66.728539999999995","1992","5","31","1990-1999","0.200000000000000"
"412110","NB","2907","45.525939999999999","-66.772940000000006","1992","5","31","1990-1999","25.000000000000000"
"412111","NB","2918","45.258139999999997","-66.815659999999994","1992","6","4","1990-1999","0.100000000000000"
"412112","NB","2922","45.643859999999997","-66.098079999999996","1992","6","4","1990-1999","0.200000000000000"
"412113","NB","2923","45.525820000000003","-66.085409999999996","1992","6","5","1990-1999","0.100000000000000"
"412114","NB","2940","45.189360000000001","-66.453869999999995","1992","6","9","1990-1999","0.100000000000000"
"412115","NB","2966","45.152999999999999","-67.073539999999994","1992","6","17","1990-1999","0.000000000000000"
"412116","NB","2967","45.244190000000003","-67.035190000000000","1992","6","17","1990-1999","0.500000000000000"
"412117","NB","2985","45.412329999999997","-66.279200000000003","1992","6","21","1990-1999","0.200000000000000"
"412118","NB","2991","45.402850000000001","-66.291830000000004","1992","7","9","1990-1999","0.100000000000000"
"412119","NB","2999","45.389229999999998","-66.234420000000000","1992","7","23","1990-1999","0.100000000000000"
"412120","NB","3031","45.325910000000000","-66.534679999999994","1992","8","15","1990-1999","0.100000000000000"
"412121","NB","3047","45.384720000000002","-66.228049999999996","1992","8","24","1990-1999","0.100000000000000"
"412122","NB","3068","45.185209999999998","-66.916020000000003","1992","9","16","1990-1999","0.100000000000000"
"412123","NB","3154","45.148519999999998","-66.854249999999993","1993","5","1","1990-1999","3.000000000000000"
"412124","NB","3159","45.258139999999997","-66.815659999999994","1993","5","1","1990-1999","2.000000000000000"
"412125","NB","3178","45.243989999999997","-66.747699999999995","1993","5","2","1990-1999","0.100000000000000"
"412126","NB","3192","45.543830000000000","-66.091679999999997","1993","5","2","1990-1999","20.199999999999999"
"412127","NB","3196","45.139499999999998","-66.860550000000003","1993","5","3","1990-1999","1.000000000000000"
"412128","NB","3220","45.148409999999998","-66.779589999999999","1993","5","4","1990-1999","0.100000000000000"
"412129","NB","3221","45.148460000000000","-66.760520000000000","1993","5","4","1990-1999","0.500000000000000"
"412130","NB","3224","45.143960000000000","-66.760499999999993","1993","5","4","1990-1999","0.100000000000000"
"412131","NB","3232","45.398350000000001","-66.291849999999997","1993","5","4","1990-1999","0.100000000000000"
"412132","NB","3265","45.152999999999999","-66.741470000000007","1993","5","8","1990-1999","0.500000000000000"
"412133","NB","3334","45.130470000000003","-66.760440000000003","1993","5","19","1990-1999","0.200000000000000"
"412134","NB","3341","45.312489999999997","-66.866609999999994","1993","5","23","1990-1999","5.000000000000000"
"412135","NB","3345","45.416789999999999","-66.260019999999997","1993","5","27","1990-1999","0.100000000000000"
"412136","NB","3413","45.184860000000000","-66.453879999999998","1993","7","19","1990-1999","0.500000000000000"
"412137","NB","3422","45.693489999999997","-65.920969999999997","1993","8","2","1990-1999","0.100000000000000"
"412138","NB","3439","45.316899999999997","-66.547420000000002","1993","8","11","1990-1999","0.100000000000000"
"412139","NB","3449","45.489249999999998","-66.159809999999993","1993","8","15","1990-1999","0.000000000000000"
"412140","NB","3463","45.307910000000000","-66.547420000000002","1993","8","19","1990-1999","0.100000000000000"
"412141","NB","3479","45.321240000000003","-66.302710000000005","1993","8","28","1990-1999","0.100000000000000"
"412142","NB","3481","45.162550000000003","-66.722170000000006","1993","8","29","1990-1999","0.100000000000000"
"412143","NB","3518","45.221640000000001","-67.047709999999995","1993","9","25","1990-1999","0.500000000000000"
"412144","NB","3523","45.180360000000000","-66.466600000000000","1994","4","8","1990-1999","1.000000000000000"
"412145","NB","3560","45.403320000000001","-66.085610000000003","1994","4","30","1990-1999","3.000000000000000"
"412146","NB","3563","45.421320000000001","-66.272769999999994","1994","4","30","1990-1999","0.100000000000000"
"412147","NB","3580","45.180370000000003","-66.479330000000004","1994","5","4","1990-1999","0.200000000000000"
"412148","NB","3581","45.416789999999999","-66.260019999999997","1994","5","4","1990-1999","0.200000000000000"
"412149","NB","3583","45.271599999999999","-66.828469999999996","1994","5","4","1990-1999","2.000000000000000"
"412150","NB","3584","45.152929999999998","-66.773259999999993","1994","5","4","1990-1999","0.200000000000000"
"412151","NB","3589","45.152970000000003","-66.866990000000001","1994","5","4","1990-1999","0.500000000000000"
"412152","NB","3617","45.167020000000001","-66.734899999999996","1994","5","21","1990-1999","1.000000000000000"
"412153","NB","3719","45.225780000000000","-66.328329999999994","1994","7","22","1990-1999","0.100000000000000"
"412154","NB","3778","45.153129999999997","-66.935299999999998","1994","8","17","1990-1999","0.100000000000000"
"412155","NB","3817","45.707670000000000","-66.046970000000002","1994","8","26","1990-1999","0.100000000000000"
"412156","NB","3879","45.443649999999998","-66.202380000000005","1994","9","25","1990-1999","0.100000000000000"
"412157","NB","3883","45.502769999999998","-66.166129999999995","1994","10","6","1990-1999","0.100000000000000"
"412158","NB","3887","45.262549999999997","-66.847530000000006","1994","10","7","1990-1999","3.000000000000000"
"412159","NB","3907","45.262549999999997","-66.847530000000006","1994","10","10","1990-1999","1.500000000000000"
"412160","NB","3920","45.443649999999998","-66.202380000000005","1994","10","13","1990-1999","2.000000000000000"
"412161","NB","3940","45.402729999999998","-66.302520000000001","1994","10","14","1990-1999","0.100000000000000"
"412162","NB","3955","45.375729999999997","-66.234480000000005","1994","10","15","1990-1999","0.100000000000000"
"412163","NB","3971","45.162640000000003","-67.047669999999997","1994","10","17","1990-1999","0.100000000000000"
"412164","NB","3987","45.430149999999998","-66.127960000000002","1994","10","19","1990-1999","0.300000000000000"
"412165","NB","4025","45.308039999999998","-66.728319999999997","1994","11","14","1990-1999","0.500000000000000"
"412166","NB","4030","45.616889999999998","-66.685640000000006","1994","11","16","1990-1999","1.000000000000000"
"412167","NB","4055","45.121470000000002","-66.760400000000004","1995","4","26","1990-1999","4.000000000000000"
"412168","NB","4056","45.148499999999999","-66.741450000000000","1995","4","27","1990-1999","0.500000000000000"
"412169","NB","4059","45.244059999999998","-66.841409999999996","1995","4","27","1990-1999","0.500000000000000"
"412170","NB","4072","45.125920000000001","-66.885880000000000","1995","5","1","1990-1999","0.200000000000000"
"412171","NB","4084","45.158079999999998","-66.709429999999998","1995","5","3","1990-1999","70.000000000000000"
"412172","NB","4092","45.402850000000001","-66.291830000000004","1995","5","4","1990-1999","0.100000000000000"
"412173","NB","4105","45.448210000000003","-66.227919999999997","1995","5","6","1990-1999","0.100000000000000"
"412174","NB","4106","45.271599999999999","-66.828469999999996","1995","5","10","1990-1999","0.100000000000000"
"412175","NB","4107","45.162559999999999","-66.715810000000005","1995","5","10","1990-1999","1.000000000000000"
"412176","NB","4114","45.462310000000002","-66.347239999999999","1995","5","14","1990-1999","0.100000000000000"
"412177","NB","4133","45.439309999999999","-66.179019999999994","1995","5","27","1990-1999","0.100000000000000"
"412178","NB","4139","45.516779999999997","-66.166309999999996","1995","5","31","1990-1999","0.000000000000000"
"412179","NB","4145","45.489330000000002","-66.408850000000001","1995","6","4","1990-1999","2.000000000000000"
"412180","NB","4193","45.230570000000000","-66.709440000000001","1995","6","23","1990-1999","1.000000000000000"
"412181","NB","4233","45.193820000000002","-66.279169999999993","1995","6","27","1990-1999","2.000000000000000"
"412182","NB","4271","45.416670000000003","-66.208910000000003","1995","7","6","1990-1999","0.500000000000000"
"412183","NB","4347","45.371259999999999","-66.247270000000000","1995","8","1","1990-1999","0.100000000000000"
"412184","NB","4348","45.516779999999997","-66.166309999999996","1995","8","2","1990-1999","0.000000000000000"
"412185","NB","4373","45.284889999999997","-66.566599999999994","1995","8","10","1990-1999","0.400000000000000"
"412186","NB","4379","45.143960000000000","-66.760499999999993","1995","8","10","1990-1999","0.200000000000000"
"412187","NB","4495","45.516779999999997","-66.166309999999996","1995","8","29","1990-1999","0.000000000000000"
"412188","NB","4501","45.216790000000003","-66.334729999999993","1995","9","1","1990-1999","0.100000000000000"
"412189","NB","4527","45.457870000000000","-66.466440000000006","1995","9","5","1990-1999","1.000000000000000"
"412190","NB","4528","45.516779999999997","-66.166309999999996","1995","9","5","1990-1999","0.000000000000000"
"412191","NB","4536","45.253259999999997","-66.309229999999999","1995","9","10","1990-1999","0.100000000000000"
"412192","NB","4538","45.226010000000002","-66.741249999999994","1995","9","10","1990-1999","0.100000000000000"
"412193","NB","4552","45.380339999999997","-66.285529999999994","1995","9","14","1990-1999","0.100000000000000"
"412194","NB","4554","45.439140000000002","-66.040610000000001","1995","9","15","1990-1999","0.300000000000000"
"412195","NB","4558","45.217039999999997","-66.847610000000003","1995","9","20","1990-1999","0.100000000000000"
"412196","NB","4595","45.435000000000002","-66.860309999999998","1996","4","22","1990-1999","3.000000000000000"
"412197","NB","4614","45.484859999999998","-66.391940000000005","1996","4","30","1990-1999","0.000000000000000"
"412198","NB","4617","45.416660000000000","-66.202529999999996","1996","5","3","1990-1999","0.100000000000000"
"412199","NB","4649","45.167020000000001","-66.734899999999996","1996","5","8","1990-1999","0.500000000000000"
"412200","NB","4652","45.152960000000000","-66.635019999999997","1996","5","9","1990-1999","5.000000000000000"
"412201","NB","4658","45.484859999999998","-66.391940000000005","1996","5","9","1990-1999","0.000000000000000"
"412202","NB","4683","45.167040000000000","-66.728539999999995","1996","5","25","1990-1999","0.500000000000000"
"412203","NB","4700","45.116999999999997","-66.747669999999999","1996","6","2","1990-1999","1.000000000000000"
"412204","NB","4707","45.475630000000002","-66.121530000000007","1996","6","3","1990-1999","0.100000000000000"
"412205","NB","4874","45.203130000000002","-67.048060000000007","1996","8","19","1990-1999","0.100000000000000"
"412206","NB","4900","45.330449999999999","-66.647490000000005","1996","8","30","1990-1999","0.300000000000000"
"412207","NB","4925","45.516779999999997","-66.166309999999996","1996","9","7","1990-1999","0.000000000000000"
"412208","NB","4953","45.484859999999998","-66.391940000000005","1996","10","31","1990-1999","0.000000000000000"
"412209","NB","4966","45.375630000000001","-66.121669999999995","1997","4","27","1990-1999","1.000000000000000"
"412210","NB","4967","45.634740000000001","-66.066079999999999","1997","4","27","1990-1999","2.000000000000000"
"412211","NB","4984","45.119270000000000","-66.819670000000002","1997","5","6","1990-1999","1.000000000000000"
"412212","NB","4998","45.425669999999997","-66.047110000000004","1997","5","12","1990-1999","0.300000000000000"
"412213","NB","5003","45.416829999999997","-66.279179999999997","1997","5","12","1990-1999","0.200000000000000"
"412214","NB","5004","45.484859999999998","-66.391940000000005","1997","5","12","1990-1999","0.000000000000000"
"412215","NB","5007","45.167040000000000","-66.728539999999995","1997","5","12","1990-1999","0.500000000000000"
"412216","NB","5012","45.484850000000002","-66.434439999999995","1997","5","17","1990-1999","0.100000000000000"
"412217","NB","5028","45.148400000000002","-66.785950000000000","1997","5","28","1990-1999","0.500000000000000"
"412218","NB","5045","45.285040000000002","-66.847669999999994","1997","6","2","1990-1999","1.000000000000000"
"412219","NB","5052","45.316870000000002","-66.598439999999997","1997","6","5","1990-1999","0.500000000000000"
"412220","NB","5065","45.302880000000002","-66.572999999999993","1997","6","9","1990-1999","0.100000000000000"
"412221","NB","5088","45.362160000000003","-66.202640000000002","1997","6","16","1990-1999","0.100000000000000"
"412222","NB","5102","45.203000000000003","-66.967060000000004","1997","6","28","1990-1999","0.300000000000000"
"412223","NB","5112","45.167040000000000","-66.728539999999995","1997","7","1","1990-1999","0.000000000000000"
"412224","NB","5146","45.430430000000001","-66.660169999999994","1997","7","22","1990-1999","0.100000000000000"
"412225","NB","5147","45.167040000000000","-66.728539999999995","1997","7","22","1990-1999","0.100000000000000"
"412226","NB","5148","45.143979999999999","-66.754140000000007","1997","7","22","1990-1999","0.100000000000000"
"412227","NB","5149","45.307879999999997","-66.698430000000002","1997","7","23","1990-1999","0.100000000000000"
"412228","NB","5151","45.352989999999998","-66.747640000000004","1997","7","23","1990-1999","0.100000000000000"
"412229","NB","5161","45.171619999999997","-66.822239999999994","1997","7","25","1990-1999","0.100000000000000"
"412230","NB","5165","45.516719999999999","-66.147120000000001","1997","7","26","1990-1999","0.000000000000000"
"412231","NB","5172","45.580399999999997","-66.679289999999995","1997","7","27","1990-1999","1.000000000000000"
"412232","NB","5182","45.158169999999998","-66.928539999999998","1997","7","30","1990-1999","0.500000000000000"
"412233","NB","5185","45.434919999999998","-66.779420000000002","1997","7","31","1990-1999","0.100000000000000"
"412234","NB","5190","45.339599999999997","-66.828519999999997","1997","8","1","1990-1999","2.000000000000000"
"412235","NB","5194","45.321500000000000","-66.747500000000002","1997","8","1","1990-1999","0.100000000000000"
"412236","NB","5199","45.452770000000001","-65.978759999999994","1997","8","2","1990-1999","0.200000000000000"
"412237","NB","5209","45.462319999999998","-66.353629999999995","1997","8","4","1990-1999","0.100000000000000"
"412238","NB","5231","45.498359999999998","-66.198139999999995","1997","8","10","1990-1999","0.100000000000000"
"412239","NB","5232","45.402740000000001","-66.240740000000002","1997","8","10","1990-1999","0.100000000000000"
"412240","NB","5236","45.148499999999999","-66.741450000000000","1997","8","10","1990-1999","0.100000000000000"
"412241","NB","5250","45.312359999999998","-66.453770000000006","1997","8","25","1990-1999","0.100000000000000"
"412242","NB","5263","45.152949999999997","-66.873350000000002","1997","9","2","1990-1999","0.100000000000000"
"412243","NB","5267","45.384700000000002","-66.221670000000003","1997","9","9","1990-1999","1.500000000000000"
"412244","NB","5288","45.248600000000003","-67.054339999999996","1997","10","19","1990-1999","0.100000000000000"
"412245","NB","5317","45.275939999999999","-66.879480000000001","1997","10","26","1990-1999","5.000000000000000"
"412246","NB","5323","45.334870000000002","-66.898650000000004","1998","4","9","1990-1999","25.000000000000000"
"412247","NB","5324","45.152970000000003","-66.866990000000001","1998","4","9","1990-1999","0.200000000000000"
"412248","NB","5325","45.162540000000000","-66.728530000000006","1998","4","9","1990-1999","1.000000000000000"
"412249","NB","5327","45.167009999999998","-67.073149999999998","1998","4","10","1990-1999","1.000000000000000"
"412250","NB","5328","45.139569999999999","-66.709630000000004","1998","4","11","1990-1999","2.000000000000000"
"412251","NB","5329","45.393740000000001","-66.066170000000000","1998","4","11","1990-1999","0.100000000000000"
"412252","NB","5335","45.121479999999998","-66.866789999999995","1998","4","12","1990-1999","3.500000000000000"
"412253","NB","5337","45.148449999999997","-66.766880000000000","1998","4","13","1990-1999","3.000000000000000"
"412254","NB","5340","45.271580000000000","-66.834850000000003","1998","4","13","1990-1999","4.000000000000000"
"412255","NB","5341","45.184899999999999","-66.534859999999995","1998","4","13","1990-1999","5.000000000000000"
"412256","NB","5342","45.243929999999999","-66.773169999999993","1998","4","13","1990-1999","0.500000000000000"
"412257","NB","5343","45.216980000000000","-66.753940000000000","1998","4","13","1990-1999","40.000000000000000"
"412258","NB","5344","45.416719999999998","-66.059960000000004","1998","4","14","1990-1999","2.000000000000000"
"412259","NB","5347","45.289560000000002","-66.841329999999999","1998","4","14","1990-1999","1.000000000000000"
"412260","NB","5353","45.316910000000000","-66.785740000000004","1998","4","15","1990-1999","10.000000000000000"
"412261","NB","5355","45.493650000000002","-65.953230000000005","1998","4","16","1990-1999","0.300000000000000"
"412262","NB","5361","45.330480000000001","-66.753919999999994","1998","4","19","1990-1999","4.000000000000000"
"412263","NB","5363","45.380170000000000","-66.134410000000003","1998","4","19","1990-1999","1.000000000000000"
"412264","NB","5383","45.562370000000001","-66.698440000000005","1998","4","30","1990-1999","0.100000000000000"
"412265","NB","5386","45.117100000000001","-66.828639999999993","1998","4","30","1990-1999","0.100000000000000"
"412266","NB","5405","45.652419999999999","-65.820849999999993","1998","5","1","1990-1999","0.200000000000000"
"412267","NB","5425","45.353149999999999","-66.809449999999998","1998","5","15","1990-1999","0.100000000000000"
"412268","NB","5512","45.339289999999998","-66.259990000000002","1998","7","25","1990-1999","0.100000000000000"
"412269","NB","5514","45.144199999999998","-66.916160000000005","1998","7","27","1990-1999","0.500000000000000"
"412270","NB","5527","45.416660000000000","-66.202529999999996","1998","8","2","1990-1999","0.100000000000000"
"412271","NB","5528","45.507559999999998","-65.934349999999995","1998","8","2","1990-1999","0.100000000000000"
"412272","NB","5549","45.416660000000000","-66.202529999999996","1998","8","7","1990-1999","0.100000000000000"
"412273","NB","5565","45.262259999999998","-66.160120000000006","1998","8","9","1990-1999","2.000000000000000"
"412274","NB","5587","45.266939999999998","-66.773009999999999","1998","8","20","1990-1999","0.100000000000000"
"412275","NB","5592","45.202900000000000","-66.547590000000000","1998","8","22","1990-1999","0.500000000000000"
"412276","NB","5612","45.180570000000003","-66.709519999999998","1999","4","2","1990-1999","3.000000000000000"
"412277","NB","5614","45.466810000000002","-65.985460000000003","1999","4","3","1990-1999","1.700000000000000"
"412278","NB","5615","45.362369999999999","-66.098320000000001","1999","4","3","1990-1999","0.100000000000000"
"412279","NB","5618","45.193930000000002","-66.773190000000000","1999","4","6","1990-1999","0.500000000000000"
